Timestamp,Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for?,Where do you climb?,Hardest V Grade ever climbed ,Hardest V Grade climbed in the Last 3 months,The V grade you can send 90-100% of routes ,Hardest Route grade climbed (Ewbank grade) ,Hardest route climbed last 3 months (ewbank),Route grade you can send 90-100% of climbs,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Hangboard Frequency per week ,Hangboard grips used ,Style of Hangboarding chosen ,Max Weight hangboard 18mm edge - Half crimp (KG)  (10 seconds) (added weight only),Max Weight hangboard 18mm edge - open crimp (KG) (10 seconds)  (added weight only),"Min Edge used (mm, +kg if weight added ) - Half Crimp (10 seconds)","Min Edge used (mm, +kg if weight added) - Open crimp (10 seconds) ",Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,Endurance training ,General Strength Training frequency per week ,Time spent General strength training (hours),Type of Strength training,"Other activities (ie yoga, cardio)",Max pull up reps,5 rep max weighted pull ups,max push ups reps,max L-sit time 
04/12/2018 07:18:49,Female,167,70,165,8 - 8.5 years,Indoor and outdoor climbing,V11,V8,V7,28,26,26,5,10,8,1,"Half Crimp, Open Crimp, Slopers, Pinch","Min Edge, Repeaters",,,8,9,1,1,2,"4x4, Laps of routes, ARC, route climbing intervals",2,5,"Antagonists, Core, Upper body pulling, Upper body pushing","Yoga, mountain running",12,18 kg,20,34
10/12/2018 06:57:31,Female,162.56,56.699,162.56,10 - 10.5 years,Indoor and outdoor climbing,V6,V6,V4,25,24,21,3,7,1,1,Full Crimp,Max weight,,,,,0,0,0,I don't train for endurance,1,1,"Legs, Core, Upper body pulling","Cardio, yoga",5,,20,
10/12/2018 07:31:21,Male,175,63.5,185,4.5 - 5 years,Indoor and outdoor climbing,V8,V8,V7,I don't climb routes,I don't climb routes,I don't climb routes,5,9,2,2,Half Crimp,Max weight,30,30,"8mm, +5kg","8mm, +5kg",0,0,0,I don't train for endurance,1,1,Upper body pushing,"Yoga, cardio",30,40,30,20 seconds
10/12/2018 07:55:23,Male,178,66,188,3 - 3.5 years,Indoor and outdoor climbing,V6,V6,V4,25,25,22,3,5,1,1,"Open Crimp, Slopers",Repeaters,,,,,0,0,0,I don't train for endurance,1,1,"Core, Upper body pulling",Biking,16,,35,
10/12/2018 08:45:47,Male,187,72,190,2.5 - 3 years,Indoor and outdoor climbing,V8,V8,V6,25,20,20,3,10,2,0,I don't Hangboard,I don't hangboard,20,30,6mm,10mm,3,1,1,Laps of routes,0,0,No other strength training,Stretching 15 minutes per day,18,20kg,?,?
10/12/2018 09:27:16,Male,175,64,177,3 - 3.5 years,Indoor and outdoor climbing,V6,V6,V6,25,24,24,3,6,11,0,I don't Hangboard,I don't hangboard,,,,,1,1,3,"Laps of routes, route climbing intervals, threshold intervals",3,3,"Core, Upper body pulling, Upper body pushing",CARDIO,18,20,,
10/12/2018 09:38:01,Female,167,73,176,0 - .5 years,Indoor Climbing only,V2,V2,V0,13,13,12,2,3,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,route climbing intervals,1,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,0,0,25,
10/12/2018 09:43:51,Male,183,67,176,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,25,25,21,3,7,2,0,"Back 3, Front 2, Slopers",I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Football,18,10,40,2 minutes 
10/12/2018 09:48:55,Male,186,70,190,2 - 2.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,8,2,0,I don't Hangboard,I don't hangboard,0,0,0,0,0,0,0,I don't train for endurance,2,2,"Antagonists, Core",,15,0,30,0
10/12/2018 09:51:31,Male,174,60,179,0 - .5 years,Indoor Climbing only,V6,V6,V4,25,25,24,4,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,10,,30,N/a
10/12/2018 09:54:14,Male,178,66,182,8.5 - 9 years,Indoor and outdoor climbing,V11,V11,V8,I don't climb routes,I don't climb routes,I don't climb routes,4,10,1,0,Half Crimp,One arm hang program,,,,,0,0,0,I don't train for endurance,0,1,"Antagonists, Core",,25,,,
10/12/2018 10:11:26,Male,179,66.22,179,3 - 3.5 years,Indoor Climbing only,V8,V8,V5,12,12,11,4,9,3,1,"Half Crimp, Open Crimp, Middle 2, Slopers, Pinch","Min Edge, Repeaters",,,10,15,1,1,1,"hangboard repeater protocols, Max moves, ARC, route climbing intervals",1,2,"Core, Upper body pulling",Yoga,22,,50,
10/12/2018 11:01:04,Female,165,53,164,4 - 4.5 years,Indoor and outdoor climbing,V4,V5,V3,24,24,20,2,2,2,0,Open Crimp,Min Edge,0,0,0,0,0,0,0,I don't train for endurance,1,1,Antagonists,,3,0,10,
10/12/2018 13:11:52,Male,182.88,65.7,180,1 - 1.5 years,Indoor and outdoor climbing,V6,V5,V4,22,21,19,2,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,"Legs, Core, Upper body pulling, Upper body pushing",,,,,
10/12/2018 13:19:50,Male,180,86,180,1 - 1.5 years,Indoor and outdoor climbing,V5,V5,V4,25,25,23,3,3,3,1,"Half Crimp, Open Crimp, Front 3, Pinch","Min Edge, Repeaters",0,0,0,0,0,1,1,"4x4, systems boards",3,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Yoga,10,0,30,10
10/12/2018 13:44:12,Male,184,87,185,2 - 2.5 years,Indoor and outdoor climbing,V4,V4,V3,20,20,17,3,2,3,0,I don't Hangboard,I don't hangboard,0,0,0,0,0,0,1,Laps of routes,3,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,13,20,50,30
10/12/2018 14:17:37,Male,188,65,190,1 - 1.5 years,Indoor Climbing only,V4,V4,V3,25,25,18,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Yoga,12,,50,3
10/12/2018 17:17:36,Male,180,76,187,1.5 - 2 years,Indoor and outdoor climbing,V6,V5,V4,24,24,23,3,3,3,2,"Full Crimp, Half Crimp, Open Crimp","Max weight, Repeaters",20,0,12,18,1,1,1,"hangboard repeater protocols, Laps of routes",4,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,22,35,50,45
10/12/2018 20:25:19,Male,193,76,200,0 - .5 years,Indoor Climbing only,V4,V4,V2,19,19,18,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,4,"Legs, Upper body pulling, Upper body pushing",cycling 30 mins/day,12,,,
11/12/2018 02:37:14,Male,177,69,172,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,8,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,1,"Antagonists, Core, Upper body pulling",,3,,,
11/12/2018 04:35:04,Male,180,72,180,3 - 3.5 years,Indoor and outdoor climbing,V8,V8,V5,26,26,24,4,12,9,2,"Half Crimp, Open Crimp, Slopers",Max weight,22.6,20.4,8,8,0,0,0,I don't train for endurance,2,3,"Core, Upper body pulling",,20,27.2,27,30
11/12/2018 09:20:10,Male,167,62.5,172,1 - 1.5 years,Indoor and outdoor climbing,V7,V6,V4,24,24,22,4,12,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,25,15kg,20,5 seconds 
11/12/2018 09:37:04,Male,173,130,178,2 - 2.5 years,Indoor Climbing only,V7,V7,V4,25,25,21,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,15,,,
11/12/2018 17:21:52,Male,177.8,58.967,185.928,4.5 - 5 years,Indoor and outdoor climbing,V9,V8,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,8,0,0,I don't Hangboard,I don't hangboard,I don't hangboard,I don't hangboard,I don't hangboard,I don't hangboard,0,0,0,4x4,1,1,"Legs, Core, Upper body pulling, Upper body pushing",0,13,20lb,4,no idea
11/12/2018 18:14:17,Male,180,59,185,3 - 3.5 years,Indoor and outdoor climbing,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,11,,25,
12/12/2018 04:39:16,Male,176,73.3,184,6.5 - 7 years,Outdoor Climbing only,V7,V6,V4,25,22,20,2,4,2,2,Open Crimp,"Min Edge, Repeaters, One arm hang program",,,,,0,0,0,I don't train for endurance,2,2,"Legs, Upper body pulling, Upper body pushing","Yoga, hiking",12,,,
12/12/2018 05:58:23,Female,165,63.5,164,3.5 - 4 years,Indoor and outdoor climbing,V6,V4,V3,26,24,23,2,6,1,1,"Half Crimp, Slopers",Other protocol,,,,,0,0,1,Laps of routes,1,1,"Legs, Core, Upper body pulling, Upper body pushing",,10,,,
13/12/2018 07:06:12,Male,178,72,177,1 - 1.5 years,Indoor Climbing only,V4,V4,V3,20,20,19,3,3,5,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Slopers, Pinch",Other protocol,0,0,15,15,0,0,0,I don't train for endurance,3,3,"Antagonists, Legs, Upper body pulling, Upper body pushing",Running,15,55,30,
14/12/2018 08:36:56,Female,160,117,160,.5 - 1 years,Indoor Climbing only,V5,V5,V3,22,22,20,3,8,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,5,,,
14/12/2018 08:48:32,Female,168,140,170,5.5 - 6 years,Indoor and outdoor climbing,V6,V3,V2,22,21,18,2,3,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,1,"Legs, Core, Upper body pulling, Upper body pushing",cardio,3,0,,
05/01/2019 06:42:12,Male,193,86,193,1 - 1.5 years,Indoor and outdoor climbing,V7,V7,V2,23,23,17,3,9,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,10,,,
08/01/2019 05:30:50,Male,175,77,179,2 - 2.5 years,Indoor and outdoor climbing,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,I don't Hangboard,I don't hangboard,10,5,12,15,0,0,0,I don't train for endurance,1,1,Antagonists,,15,15,25,
09/01/2019 19:41:07,Male,188,82,186,0 - .5 years,Indoor and outdoor climbing,V4,V4,V3,23,23,21,3,11,1,1,"Open Crimp, Pinch",Other protocol,,,,,0,0,3,"4x4, Laps of routes, route climbing intervals, threshold intervals, other",1,1,"Core, Upper body pulling, Upper body pushing",,9,,50,
24/01/2019 14:37:04,Female,171,68,167,3.5 - 4 years,Indoor and outdoor climbing,V5,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,7,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Yoga,6,,15,
02/03/2019 07:24:21,Male,186,80,188,10.5 - 11 years,Indoor and outdoor climbing,V9,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,3,3,2,Half Crimp,"Max weight, Repeaters",25,25,8,8,2,1,1,"4x4, hangboard repeater protocols",1,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",running,15,30,30,25
07/03/2019 10:13:45,Female,167.64,56.699,167.64,2.5 - 3 years,Indoor and outdoor climbing,V8,V8,V6,27,27,25,4,16,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,"4x4, Max moves, systems boards, Laps of routes, ARC, Feet on 'campusing'",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","yoga, cardio (running and cycling), setting",20,+15 kg,unknown,unknown 
13/03/2019 04:38:45,Male,185,78,185,7 - 7.5 years,Indoor and outdoor climbing,V8,V6,V4,26,23,21,2,3,10,2,"Half Crimp, Open Crimp","Max weight, Min Edge, Repeaters, ""no hangs"", Other protocol",44,44,8,8,1,1,2,"4x4, hangboard repeater protocols, Max moves, Laps of routes",2,1,"Core, Upper body pulling, Upper body pushing",,12,20,25,0
19/03/2019 00:17:10,Male,180,72.5,185,9.5 - 10 years,Indoor and outdoor climbing,V8,V7,V4,28,22,19,2,5,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,1,No other strength training,,14,,25,
04/04/2019 02:31:55,Male,175,65.5,177,4 - 4.5 years,Indoor and outdoor climbing,V8,V8,V5,26,26,24,2,5,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Core, Upper body pulling, Upper body pushing",,15,16kg,30,0
04/04/2019 05:44:37,Male,183,73,188,1.5 - 2 years,Indoor and outdoor climbing,V10,V10,V8,25,25,24,3,6,3,1,"Open Crimp, Front 3, Slopers, Pinch",Repeaters,10,20,10,10,1,0,2,"4x4, systems boards",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,55,60,118,10 minutes
27/04/2019 03:01:06,Male,180,165,180,3 - 3.5 years,Indoor and outdoor climbing,V8,V7,V5,26,26,24,4,10,8,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Slopers, Pinch",Other protocol,,,,,2,1,2,"4x4, ARC",5,2,Core,ski,25,+70 lbs,50,
21/05/2019 08:59:00,Male,175,67,179,1 - 1.5 years,Indoor Climbing only,V7,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,8,4,0,"Half Crimp, Open Crimp","Min Edge, Repeaters",,,,,1,1,3,"Laps of routes, Feet on 'campusing', route climbing intervals, threshold intervals, other",2,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Cardio, three times a week",20,27,,
21/05/2019 18:00:09,Male,175,175,178,9 - 9.5 years,Indoor Climbing only,V6,V6,V4,26,26,24,2,5,1,0,I don't Hangboard,I don't hangboard,N/A,N/A,N/A,N/A,0,0,0,I don't train for endurance,4,8,"Antagonists, Legs, Core, Upper body pushing","weight training, & occasional misc sports",17,35lbs,50,N/A
15/06/2019 10:56:18,Male,179,63,181,.5 - 1 years,Indoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,4,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,2,"Antagonists, Legs, Core, Upper body pushing",,15,75,16,
15/06/2019 10:56:31,Male,179,63,181,.5 - 1 years,Indoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,4,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,2,"Antagonists, Legs, Core, Upper body pushing",,15,75,16,
22/06/2019 02:22:21,Male,182,65,184,.5 - 1 years,Indoor Climbing only,V5,V5,V3,27,27,24,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
04/07/2019 00:45:56,Male,184,78,173,6 - 6.5 years,Indoor and outdoor climbing,V6,V5,I don't boulder,25,25,24,4,16,3,1,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Laps of routes, ARC",1,1,"Legs, Core, Upper body pulling, Upper body pushing","Yoga once a week, running 2-3 times per week",13,,50,
20/07/2019 01:06:02,Male,177,73.5,177,7.5 - 8 years,Indoor and outdoor climbing,V10,V10,V6,I don't climb routes,I don't climb routes,I don't climb routes,4,4,7,2,Open Crimp,Max weight,52.5,55,,,0,0,1,,0,0,"Antagonists, Core",,,,,
28/07/2019 12:21:28,Male,188,78,193,0 - .5 years,Indoor Climbing only,V3,V3,V2,20,20,18,4,6,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,"4x4, Laps of routes, route climbing intervals",3,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,12,+10kg,50,15
20/09/2019 09:23:39,Male,184,80,184,2.5 - 3 years,Indoor and outdoor climbing,V4,V4,V5,24,22,22,3,6,3,1,"Full Crimp, Half Crimp, Open Crimp",Repeaters,,,,,0,0,1,"Laps of routes, route climbing intervals",3,3,"Antagonists, Legs, Upper body pulling, Upper body pushing",,14,+60,,
25/09/2019 02:38:22,Male,176,54,178,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V3,23,23,22,2,6,1,0,"Half Crimp, Open Crimp, Pinch",Repeaters,15kg,15kg,,,0,1,0,"systems boards, Laps of routes, other",0,1,"Antagonists, Legs, Upper body pushing",,30,25kg,40?,no idea
25/09/2019 11:59:25,Male,170,65,173,0 - .5 years,Indoor Climbing only,V5,V5,V4,22,22,19,3,4,1,0,I don't Hangboard,I don't hangboard,0,0,18,18,0,0,0,I don't train for endurance,2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,30,30,30,25
15/10/2019 09:18:32,Male,178,80,178,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,20,20,17,2,3,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,yoga,8,,,
15/10/2019 10:06:36,Male,169,63,178,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V5,21,21,20,3,6,1,0,Half Crimp,"Max weight, Min Edge",22,NA,10mm +0kg,NA,0,0,0,I don't train for endurance,3,3,"Core, Upper body pulling, Upper body pushing",NA,24,+70 lbs,NA,NA
15/10/2019 10:47:09,Male,168.5,76,178,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,23,23,20,1,4,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,3,"Legs, Core, Upper body pulling, Upper body pushing","Bicycling, swimming",30,,75,
15/10/2019 10:49:41,Male,173,70,174,2.5 - 3 years,Indoor Climbing only,V6,V6,V6,22,22,20,3,9,1,1,"Full Crimp, Front 3",Max weight,0,0,0,0,0,0,0,I don't train for endurance,2,4,"Legs, Core, Upper body pulling, Upper body pushing","yoga, running, biking, soccer",18,0,55,20 seconds
15/10/2019 10:57:07,Female,157,59,144,1.5 - 2 years,Indoor Climbing only,V4,V4,V2,23,23,18,5,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
15/10/2019 14:21:03,Male,173,76,168,6 - 6.5 years,Indoor and outdoor climbing,V4,V4,V3,22,22,20,4,16,1,1,"Open Crimp, Back 3",Max weight,0,10,16,12,0,0,0,I don't train for endurance,1,1,"Core, Upper body pulling",,12,15,20,20
15/10/2019 14:46:05,Male,190.5,70.3,190,1 - 1.5 years,Indoor and outdoor climbing,V7,V7,V6,25,25,22,3,7,3,1,"Half Crimp, Front 3, Front 2, Middle 2, Slopers","Max weight, Repeaters",25,,10,,0,0,1,"4x4, Laps of routes",1,1,"Core, Upper body pulling, Upper body pushing",,20,20,30,
15/10/2019 14:55:34,Male,170,73.66,168,0 - .5 years,Indoor and outdoor climbing,V6,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,4,14,3,4,"Full Crimp, Open Crimp, Back 3, Front 2","Max weight, Repeaters, One arm hang program",,,,,0,0,0,I don't train for endurance,5,2,"Antagonists, Legs, Core, Upper body pulling",,18,10kg,30,
15/10/2019 18:03:07,Female,176,56,169,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V3,21,20,18,3,6,1,2,Half Crimp,Max weight,"7,5",,,,0,0,0,I don't train for endurance,2,1,"Core, Upper body pulling, Upper body pushing",,12,5,15,
15/10/2019 18:05:02,Male,183,70,184,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V3,19,19,18,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,other,4,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,15,+10kg,75,1
15/10/2019 18:08:36,Female,170,56,171,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Antagonists, Legs",,15,,30,
15/10/2019 18:30:32,Male,183,72,180,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V4,25,25,22,3,9,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,14,,,
15/10/2019 20:18:50,Male,175,65,174,5 - 5.5 years,Indoor Climbing only,V10,V8,V8,31,31,29,5,10,5,2,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers","Repeaters, One arm hang program",,,,,0,0,2,"4x4, Laps of routes, route climbing intervals",4,4,"Antagonists, Core, Upper body pulling, Upper body pushing","Lots of Stretching, occasional 30 min run",33,25kg,52,Not sure
15/10/2019 20:57:31,Male,165,68,175,5 - 5.5 years,Indoor and outdoor climbing,V9,V9,V9,I don't climb routes,I don't climb routes,I don't climb routes,3,3,3,1,Half Crimp,"Max weight, Min Edge",45,50,8mm +10kg,8mm +5kg,1,1,0,I don't train for endurance,3,1,"Core, Upper body pulling",,24,35kg,50,60s
15/10/2019 21:04:57,Male,188,77,191,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V3,20,20,19,3,8,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,other,1,1,Antagonists,basketball,7,1,25,5
15/10/2019 21:05:50,Male,155,69,178,.5 - 1 years,Indoor Climbing only,V5,V5,V2,32,30,28,3,4,1,1,"Open Crimp, Slopers",Repeaters,,,,,0,0,0,route climbing intervals,0,0,No other strength training,None,7,,17,
15/10/2019 21:07:26,Male,181,75,190,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V4,24,24,20,3,9,2,0,I don't Hangboard,I don't hangboard,n/a,n/a,n/a,n/a,0,0,0,I don't train for endurance,4,2,"Antagonists, Legs, Upper body pulling, Upper body pushing","Badminton, sailing",19,15 kg,50,15
15/10/2019 21:30:43,Male,178,78kg,?,4 - 4.5 years,Indoor and outdoor climbing,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,3,3,2,Half Crimp,"Max weight, Repeaters",13.6,,20mm,,0,0,1,"hangboard repeater protocols, systems boards",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Walk,4,,15,
15/10/2019 22:38:26,Male,180,68,185,13 - 13.5 years,Indoor and outdoor climbing,V9,V9,V5,28,26,24,5,5,8,2,Half Crimp,"Max weight, Min Edge, One arm hang program",-12kg one arm,,12mm +8kg 2 arm,,0,0,2,"Laps of routes, ARC, route climbing intervals",1,1,"Antagonists, Core, Upper body pushing",,,,30ish,
15/10/2019 22:45:44,Male,177.8,68,178,4 - 4.5 years,Indoor and outdoor climbing,V7,V7,V5,25,24,24,3,5,1,0,I don't Hangboard,I don't hangboard,40,40,6,10,0,0,1,4x4,1,0,"Antagonists, Core, Upper body pushing",,,40 kg,,
15/10/2019 23:44:10,Female,163,56,168,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V3,26,26,24,4,10,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, systems boards",0,0,No other strength training,,15,,,
15/10/2019 23:55:47,Male,173,65,177,4.5 - 5 years,Indoor and outdoor climbing,V10,V10,V6,28,28,25,3,2,5,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,12,,,
16/10/2019 00:14:14,Male,178,65,180,.5 - 1 years,Indoor and outdoor climbing,V5,V5,V3,21,21,19,2,7,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,12,8kg,33,
16/10/2019 00:36:37,Male,185,74,185,12.5 - 13 years,Outdoor Climbing only,V7,V7,V5,25,22,21,4,12,1,1,"Half Crimp, Open Crimp, Front 3, Middle 2, Back 2","Max weight, Repeaters, Other protocol",15 lbs,10 lbs,,,0,0,1,ARC,1,1,"Antagonists, Core",na,15,15 lbs,35,NA
16/10/2019 00:46:34,Male,185,75,187,1.5 - 2 years,Indoor and outdoor climbing,V7,V7,V5,26,24,21,3,9,2,3,"Open Crimp, Front 3",Max weight,,,,,0,0,1,Laps of routes,2,2,"Antagonists, Core, Upper body pushing",,17,30,27,
16/10/2019 01:03:00,Male,175,68,175,0 - .5 years,Indoor and outdoor climbing,V5,V5,V4,19,19,18,3,9,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,8,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,14,+ 20 pounds,,
16/10/2019 01:06:26,Male,172.72,81.647,170,.5 - 1 years,Indoor and outdoor climbing,V8,V7,V5,22,22,19,3,14,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
16/10/2019 01:18:11,Male,176,78,80,1 - 1.5 years,Indoor and outdoor climbing,V4,V4,V3,20,20,17,3,4,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,3,"Legs, Core, Upper body pulling, Upper body pushing",,10,,20,
16/10/2019 01:19:00,Male,175,72,177,1.5 - 2 years,Indoor Climbing only,V8,V8,V5,26,26,24,4,8,0,0,I don't Hangboard,I don't hangboard,25,,,,0,0,0,I don't train for endurance,5,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,20,28,50,
16/10/2019 02:03:19,Male,178,76,175,1.5 - 2 years,Indoor Climbing only,V8,V8,V5,26,26,22,3,7,3,3,"Half Crimp, Open Crimp, Slopers","Max weight, One arm hang program",0,20,,,2,1,2,systems boards,1,1,"Core, Upper body pulling, Upper body pushing",Yoga,10,20,10,60
16/10/2019 02:57:31,Male,172.72,64.5,68,3 - 3.5 years,Indoor and outdoor climbing,V7,V7,V4,27,27,24,3,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
16/10/2019 03:37:34,Male,175,63,176,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,4,8,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Core, Upper body pulling",Streching,15,,25,10
16/10/2019 03:47:56,Male,164,65,168,1 - 1.5 years,Indoor and outdoor climbing,V6,V5,V4,20,20,17,3,7,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Laps of routes,1,2,"Antagonists, Core, Upper body pushing",,10,40 added,30,0
16/10/2019 04:27:32,Male,180,63.5,175,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V3,23,22,19,2,4,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,12,30,20,30
16/10/2019 06:04:18,Male,180,70,180,3.5 - 4 years,Indoor and outdoor climbing,V11,V11,V9,I don't climb routes,I don't climb routes,I don't climb routes,4,5,4,4,"Full Crimp, Half Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Monos",Min Edge,10,10,10,10,3,2,2,"4x4, systems boards",1,1,Upper body pulling,,30,25,40,5
16/10/2019 06:04:53,Male,173,67,176,.5 - 1 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,6,5,2,"Half Crimp, Front 3",Max weight,20,,,,0,0,0,I don't train for endurance,2,5,"Antagonists, Core, Upper body pulling, Upper body pushing",,13,32.5,25,
16/10/2019 09:27:01,Male,181,78,175,.5 - 1 years,Indoor Climbing only,V4,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,3,5,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Yoga,2,,,
